Date,Natural Gas Production,Trend,Seasonal,Residual
1983-11-01,1.3493851,1.4583787958333334,-0.012038306006205665,-0.09695538982712786
1983-12-01,1.463171,1.4562639833333333,0.06296008415336882,-0.05605306748670211
1984-01-01,1.702491,1.4537906499999997,0.07525896655585104,0.1734413834441492
1984-02-01,1.4784811,1.4498854833333334,-0.09432937045656029,0.12292498712322683
1984-03-01,1.5211241,1.4458631083333333,0.055744336369680854,0.019516655296985812
1984-04-01,1.4884261,1.4406871291666667,-0.019225290004432606,0.06696426083776594
1984-05-01,1.4847271,1.4366383375,0.016481935616134744,0.031606826883865194
1984-06-01,1.4379141,1.4323391083333332,-0.044700397229609945,0.050275388896276696
1984-07-01,1.4912381,1.4284693791666667,0.008605612344858158,0.054163108488475026
1984-08-01,1.4694351,1.425285064583333,0.006680904366134754,0.03746913105053231
1984-09-01,1.4001021,1.422022564583333,-0.06580501819592201,0.04388455361258893
1984-10-01,1.471651,1.4197087124999999,0.010366542486702136,0.04157574501329805
1984-11-01,1.468681,1.4187587979166665,-0.012038306006205665,0.06196050808953909
1984-12-01,1.5936661,1.419218964583333,0.06296008415336882,0.11148705126329819
1985-01-01,1.6152851,1.4195294854166665,0.07525896655585104,0.12049664802748242
1985-02-01,1.4670271,1.4208216729166665,-0.09432937045656029,0.1405347975398937
1985-03-01,1.4641061,1.4229675270833333,0.055744336369680854,-0.014605763453014182
1985-04-01,1.3797191,1.4235594020833333,-0.019225290004432606,-0.024615012078900732
1985-05-01,1.3651951,1.4238880479166665,0.016481935616134744,-0.0751748835328012
1985-06-01,1.3188211,1.42389256875,-0.044700397229609945,-0.060371071520389896
1985-07-01,1.3507411,1.42328519375,0.008605612344858158,-0.08114970609485808
1985-08-01,1.3476761,1.4236800895833333,0.006680904366134754,-0.08268489394946807
1985-09-01,1.3208371,1.4241060895833333,-0.06580501819592201,-0.037463971387411185
1985-10-01,1.3762611,1.42554725625,0.010366542486702136,-0.05965269873670213
1985-11-01,1.3806461,1.42794494375,-0.012038306006205665,-0.035260537743794264
1985-12-01,1.5940661,1.4305195916666666,0.06296008415336882,0.10058642417996458
1986-01-01,1.5908441,1.4290897187499998,0.07525896655585104,0.08649541469414915
1986-02-01,1.3792241,1.4292822395833331,-0.09432937045656029,0.044271230873227235
1986-03-01,1.4640621,1.42992534375,0.055744336369680854,-0.021607580119680732
1986-04-01,1.3151411,1.4285152374999999,-0.019225290004432606,-0.09414884749556732
1986-05-01,1.3404621,1.4278860916666667,0.016481935616134744,-0.10390592728280133
1986-06-01,1.2821811,1.4267356749999998,-0.044700397229609945,-0.09985417777038974
1986-07-01,1.3233571,1.4248551104166665,0.008605612344858158,-0.11010362276152466
1986-08-01,1.323361,1.4238387354166666,0.006680904366134754,-0.10715863978280135
1986-09-01,1.2589561,1.4225965895833332,-0.06580501819592201,-0.09783547138741121
1986-10-01,1.3332761,1.4222812791666666,0.010366542486702136,-0.09937172165336874
1986-11-01,1.4141651,1.4225984270833334,-0.012038306006205665,0.003604978922872223
1986-12-01,1.5157721,1.4219917395833332,0.06296008415336882,0.03082027626329789
1987-01-01,1.5863081,1.4213550520833333,0.07525896655585104,0.08969408136081572
1987-02-01,1.4255231,1.4213015104166664,-0.09432937045656029,0.0985509600398938
1987-03-01,1.5056761,1.4231354270833332,0.055744336369680854,0.026796336546986037
1987-04-01,1.4031431,1.4251852374999998,-0.019225290004432606,-0.0028168474955671194
1987-05-01,1.3870961,1.4279460708333331,0.016481935616134744,-0.05733190644946794
1987-06-01,1.3285141,1.4304017999999998,-0.044700397229609945,-0.05718730277038986
1987-07-01,1.3471421,1.4327719041666667,0.008605612344858158,-0.09423541651152492
1987-08-01,1.3710971,1.4349870083333331,0.006680904366134754,-0.07057081269946783
1987-09-01,1.3078411,1.4363007791666664,-0.06580501819592201,-0.06265466097074433
1987-10-01,1.4222511,1.4378748833333332,0.010366542486702136,-0.02599032582003539
1987-11-01,1.4644741,1.4406169041666665,-0.012038306006205665,0.03589550183953901
1987-12-01,1.5867541,1.4400522791666663,0.06296008415336882,0.0837417366799649
1988-01-01,1.6338571,1.4415780708333332,0.07525896655585104,0.11702006261081568
1988-02-01,1.4877221,1.4437288395833332,-0.09432937045656029,0.13832263087322713
1988-03-01,1.5519931,1.445989339583333,0.055744336369680854,0.05025942404698618
1988-04-01,1.420741,1.4496486312499997,-0.019225290004432606,-0.009682341245567015
1988-05-01,1.4545281,1.4531292979166666,0.016481935616134744,-0.015083133532801205
1988-06-01,1.3826941,1.4569575479166668,-0.044700397229609945,-0.02956305068705689
1988-07-01,1.400971,1.46044294375,0.008605612344858158,-0.06807755609485813
1988-08-01,1.4206491,1.4640475270833333,0.006680904366134754,-0.05007933144946795
1988-09-01,1.3404791,1.46768169375,-0.06580501819592201,-0.06139757555407786
1988-10-01,1.4565161,1.4723792145833334,0.010366542486702136,-0.026229657070035585
1988-11-01,1.4839041,1.47533288125,-0.012038306006205665,0.020609524756205665
1988-12-01,1.5645451,1.477247233333333,0.06296008415336882,0.024337782513298017
1989-01-01,1.5847241,1.4787460437499997,0.07525896655585104,0.0307190896941493
1989-02-01,1.4644571,1.4794459187499998,-0.09432937045656029,0.07934055170656049
1989-03-01,1.5521341,1.48100560625,0.055744336369680854,0.015384157380319001
1989-04-01,1.47811,1.4831520229166666,-0.019225290004432606,0.01418326708776605
1989-05-01,1.4977151,1.485439,0.016481935616134744,-0.0042058356161347316
1989-06-01,1.4366961,1.4874860625,-0.044700397229609945,-0.006089565270389952
1989-07-01,1.4645061,1.4894404374999999,0.008605612344858158,-0.033539949844858113
1989-08-01,1.4540011,1.4910166041666666,0.006680904366134754,-0.04369640853280141
1989-09-01,1.3838981,1.4937695624999998,-0.06580501819592201,-0.0440664443040779
1989-10-01,1.4518181,1.4965247083333333,0.010366542486702136,-0.055073150820035534
1989-11-01,1.5122631,1.4987968958333333,-0.012038306006205665,0.02550451017287233
1989-12-01,1.5669641,1.500016414583333,0.06296008415336882,0.003987601263298252
1990-01-01,1.6640821,1.50000239375,0.07525896655585104,0.08882073969414886
1990-02-01,1.482461,1.4990152875,-0.09432937045656029,0.0777750829565603
1990-03-01,1.5725661,1.4983372041666667,0.055744336369680854,0.0184845594636524
1990-04-01,1.4907871,1.4997965395833333,-0.019225290004432606,0.010215850421099272
1990-05-01,1.5075341,1.5013507687499998,0.016481935616134744,-0.010298604366134598
1990-06-01,1.4659371,1.5035388729166665,-0.044700397229609945,0.007098624312943502
1990-07-01,1.4906561,1.5063428958333331,0.008605612344858158,-0.02429240817819126
1990-08-01,1.496381,1.5078896020833332,0.006680904366134754,-0.01818950644946802
1990-09-01,1.4333961,1.5108073499999999,-0.06580501819592201,-0.011606231804077924
1990-10-01,1.5587571,1.513351620833333,0.010366542486702136,0.03503893667996479
1990-11-01,1.5559411,1.5149158083333332,-0.012038306006205665,0.053063597672872574
1990-12-01,1.607661,1.5161935791666665,0.06296008415336882,0.028507336679964662
1991-01-01,1.658251,1.5167865791666664,0.07525896655585104,0.0662054542774825
1991-02-01,1.4591171,1.5164808916666663,-0.09432937045656029,0.03696557878989401
1991-03-01,1.5805411,1.5173123499999999,0.055744336369680854,0.007484413630319313
1991-04-01,1.5061711,1.5179758729166666,-0.019225290004432606,0.007420517087766011
1991-05-01,1.496871,1.5187551020833332,0.016481935616134744,-0.03836603769946788
1991-06-01,1.4267731,1.5197283312499998,-0.044700397229609945,-0.04825483402038999
1991-07-01,1.4409521,1.5207836020833332,0.008605612344858158,-0.08843711442819127
1991-08-01,1.4467531,1.5224402270833333,0.006680904366134754,-0.082368031449468
1991-09-01,1.4399831,1.52493033125,-0.06580501819592201,-0.019142213054077914
1991-10-01,1.5544981,1.5277374145833333,0.010366542486702136,0.016394142929964516
1991-11-01,1.5735391,1.5293823729166665,-0.012038306006205665,0.05619503308953929
1991-12-01,1.645291,1.5315425812499996,0.06296008415336882,0.050788334596631596
1992-01-01,1.6331841,1.5314524979166664,0.07525896655585104,0.026472635527482608
1992-02-01,1.440341,1.531552914583333,-0.09432937045656029,0.0031174558732272872
1992-03-01,1.5194451,1.5334801437499999,0.055744336369680854,-0.06977938011968071
1992-04-01,1.4907891,1.5353891833333333,-0.019225290004432606,-0.025374793328900712
1992-05-01,1.5291311,1.5381056208333335,0.016481935616134744,-0.02545645644946813
1992-06-01,1.4877231,1.5401273916666667,-0.044700397229609945,-0.007703894437056769
1992-07-01,1.5355641,1.5428072874999998,0.008605612344858158,-0.015848799844858017
1992-08-01,1.494891,1.5455134770833332,0.006680904366134754,-0.057303381449467984
1992-09-01,1.480531,1.5478171208333331,-0.06580501819592201,-0.0014811026374110664
1992-10-01,1.5786411,1.5487537249999999,0.010366542486702136,0.019520832513298024
1992-11-01,1.5589851,1.55068768125,-0.012038306006205665,0.020335724756205674
1992-12-01,1.6258781,1.5528313083333332,0.06296008415336882,0.010086707513298016
1993-01-01,1.6131881,1.5524548104166667,0.07525896655585104,-0.014525676972517804
1993-02-01,1.4497841,1.55253283125,-0.09432937045656029,-0.008419360793439662
1993-03-01,1.5920441,1.5534298729166667,0.055744336369680854,-0.017130109286347457
1993-04-01,1.5099591,1.5547445395833335,-0.019225290004432606,-0.025560149578900758
1993-05-01,1.5351181,1.5571603958333333,0.016481935616134744,-0.038524231449468024
1993-06-01,1.4834111,1.5597793104166666,-0.044700397229609945,-0.03166781318705658
1993-07-01,1.5151591,1.5631723729166667,0.008605612344858158,-0.05661888526152484
1993-08-01,1.5335191,1.56621508125,0.006680904366134754,-0.03937688561613482
1993-09-01,1.5034231,1.56843370625,-0.06580501819592201,0.0007944119459220161
1993-10-01,1.5865581,1.5688657479166668,0.010366542486702136,0.00732580959663106
1993-11-01,1.5912211,1.5698535395833333,-0.012038306006205665,0.03340586642287243
1993-12-01,1.6706541,1.5706127083333332,0.06296008415336882,0.037081307513297884
1994-01-01,1.6597581,1.5705498749999998,0.07525896655585104,0.013949258444149099
1994-02-01,1.487281,1.5726360437499998,-0.09432937045656029,0.008974326706560593
1994-03-01,1.6650731,1.5749694395833331,0.055744336369680854,0.0343593240469861
1994-04-01,1.582421,1.5774101479166664,-0.019225290004432606,0.024236142087766234
1994-05-01,1.6379231,1.5796570854166663,0.016481935616134744,0.04178407896719906
1994-06-01,1.5629821,1.5818506062499997,-0.044700397229609945,0.02583189097961014
1994-07-01,1.6192911,1.5838417312499997,0.008605612344858158,0.026843756405142218
1994-08-01,1.6262781,1.5867828583333332,0.006680904366134754,0.03281433730053198
1994-09-01,1.543971,1.5888442354166665,-0.06580501819592201,0.02093178277925546
1994-10-01,1.6037141,1.589662839583333,0.010366542486702136,0.0036847179299647967
1994-11-01,1.648771,1.5905412979166664,-0.012038306006205665,0.07026800808953922
1994-12-01,1.7105551,1.5908036520833333,0.06296008415336882,0.05679136376329799
1995-01-01,1.6401791,1.5919127354166667,0.07525896655585104,-0.02699260197251782
1995-02-01,1.4628621,1.59316413125,-0.09432937045656029,-0.035972660793439776
1995-03-01,1.6235991,1.5949214229166668,0.055744336369680854,-0.027066659286347612
1995-04-01,1.5692751,1.5967508604166665,-0.019225290004432606,-0.008250470412233833
1995-05-01,1.6128321,1.5993277145833331,0.016481935616134744,-0.0029775501994677572
1995-06-01,1.552481,1.6011535479166668,-0.044700397229609945,-0.003972150687056808
1995-07-01,1.6038191,1.6035882979166667,0.008605612344858158,-0.008374810261524899
1995-08-01,1.5928031,1.6055760458333332,0.006680904366134754,-0.01945385019946797
1995-09-01,1.5464771,1.6074112958333333,-0.06580501819592201,0.0048708223625886365
1995-10-01,1.5752361,1.6086286916666666,0.010366542486702136,-0.043759134153368774
1995-11-01,1.6209531,1.6086750666666667,-0.012038306006205665,0.024316339339538882
1995-12-01,1.6817311,1.6076747541666667,0.06296008415336882,0.011096261679964387
1996-01-01,1.6301681,1.6087279416666664,0.07525896655585104,-0.05381880822251758
1996-02-01,1.5404771,1.6094586312499999,-0.09432937045656029,0.025347839206560335
1996-03-01,1.6314481,1.6101745687499998,0.055744336369680854,-0.03447080511968054
1996-04-01,1.6079431,1.611395883333333,-0.019225290004432606,0.015772506671099508
1996-05-01,1.6369841,1.6127246541666667,0.016481935616134744,0.007777510217198649
1996-06-01,1.5930121,1.614145675,-0.044700397229609945,0.02356682222960982
1996-07-01,1.6311381,1.615021675,0.008605612344858158,0.007510812655141943
1996-08-01,1.6360651,1.6159928416666665,0.006680904366134754,0.013391353967198727
1996-09-01,1.5794771,1.6154656145833333,-0.06580501819592201,0.02981650361258882
1996-10-01,1.6179341,1.6161948020833332,0.010366542486702136,-0.00862724457003531
1996-11-01,1.6011511,1.6149228458333331,-0.012038306006205665,-0.0017334398271274063
1996-12-01,1.6384711,1.6132013666666665,0.06296008415336882,-0.03769035082003522
1997-01-01,1.6664241,1.6138064062499997,0.07525896655585104,-0.022641272805850793
1997-02-01,1.5098511,1.6146775937499998,-0.09432937045656029,-0.010497123293439575
1997-03-01,1.6763941,1.6155543645833332,0.055744336369680854,0.005095399046985909
1997-04-01,1.5977721,1.6160138854166666,-0.019225290004432606,0.0009835045877660611
1997-05-01,1.6588071,1.6161891770833332,0.016481935616134744,0.02613598730053203
1997-06-01,1.5710511,1.6168165958333331,-0.044700397229609945,-0.0010650986037231691
1997-07-01,1.6320271,1.617331908333333,0.008605612344858158,0.006089579321808727
1997-08-01,1.628931,1.61800445,0.006680904366134754,0.004245645633865225
1997-09-01,1.5915151,1.6185552416666664,-0.06580501819592201,0.03876487652925566
1997-10-01,1.6449931,1.6196953874999998,0.010366542486702136,0.0149311700132981
1997-11-01,1.5934471,1.6193080125,-0.012038306006205665,-0.013822606493794335
1997-12-01,1.6226391,1.6185858875,0.06296008415336882,-0.058906871653368914
1998-01-01,1.7103111,1.6192760125,0.07525896655585104,0.015776120944148847
1998-02-01,1.5223541,1.6191003041666667,-0.09432937045656029,-0.0024168337101063975
1998-03-01,1.6994381,1.62004095,0.055744336369680854,0.023652813630319285
1998-04-01,1.6410441,1.6195683666666667,-0.019225290004432606,0.04070102333776591
1998-05-01,1.7017041,1.6197753874999998,0.016481935616134744,0.06544677688386537
1998-06-01,1.6311911,1.6200783458333332,-0.044700397229609945,0.05581315139627663
1998-07-01,1.6613391,1.6206916166666665,0.008605612344858158,0.0320418709884753
1998-08-01,1.6728941,1.6214637625,0.006680904366134754,0.04474943313386528
1998-09-01,1.5186641,1.6222889708333332,-0.06580501819592201,-0.03781985263741115
1998-10-01,1.6387151,1.6240724083333333,0.010366542486702136,0.0042761491799645154
1998-11-01,1.5877171,1.6244788875,-0.012038306006205665,-0.024723481493794254
1998-12-01,1.6279241,1.6251954708333332,0.06296008415336882,-0.06023145498670199
1999-01-01,1.669221,1.6262854291666664,0.07525896655585104,-0.032323395722517384
1999-02-01,1.5046791,1.6271514687500002,-0.09432937045656029,-0.02814299829343994
1999-03-01,1.6656841,1.6283097604166668,0.055744336369680854,-0.018369996786347605
1999-04-01,1.5913321,1.6298102812500002,-0.019225290004432606,-0.019252891245567526
1999-05-01,1.6212461,1.6312611958333334,0.016481935616134744,-0.02649703144946812
1999-06-01,1.5825971,1.6329560500000002,-0.044700397229609945,-0.0056585527703901795
1999-07-01,1.6285541,1.6344347791666667,0.008605612344858158,-0.01448629151152495
1999-08-01,1.6250851,1.6359800104166666,0.006680904366134754,-0.017575814782801437
1999-09-01,1.5729151,1.6373121145833334,-0.06580501819592201,0.0014080036125885403
1999-10-01,1.6299631,1.6389334895833332,0.010366542486702136,-0.019336932070035208
1999-11-01,1.6023591,1.6398719479166664,-0.012038306006205665,-0.02547454191046076
1999-12-01,1.6470691,1.6412729479166666,0.06296008415336882,-0.05716393207003542
2000-01-01,1.6632941,1.64017784375,0.07525896655585104,-0.05214271030585102
2000-02-01,1.5320431,1.6393874270833333,-0.09432937045656029,-0.013014956626772906
2000-03-01,1.6765991,1.6385333208333333,0.055744336369680854,-0.017678557203014096
2000-04-01,1.5852591,1.637732925,-0.019225290004432606,-0.03324853499556726
2000-05-01,1.6469211,1.6370303,0.016481935616134744,-0.006591135616134766
2000-06-01,1.6075541,1.6365240083333332,-0.044700397229609945,0.015730488896276706
2000-07-01,1.6605751,1.636823675,0.008605612344858158,0.01514581265514178
2000-08-01,1.6731281,1.6361749875,0.006680904366134754,0.03027220813386524
2000-09-01,1.6190871,1.6368839666666668,-0.06580501819592201,0.04800815152925521
2000-10-01,1.7035391,1.63584888125,0.010366542486702136,0.05732367626329778
2000-11-01,1.6206621,1.6359574645833335,-0.012038306006205665,-0.0032570585771276948
2000-12-01,1.6728671,1.6364555250000001,0.06296008415336882,-0.02654850915336901
2001-01-01,1.7187421,1.6363012145833333,0.07525896655585104,0.007181918860815678
2001-02-01,1.551421,1.6364300479166665,-0.09432937045656029,0.00932032253989376
2001-03-01,1.7319921,1.6373437770833332,0.055744336369680854,0.03890398654698595
2001-04-01,1.6697971,1.6382929854166666,-0.019225290004432606,0.05072940458776607
2001-05-01,1.728451,1.63933838125,0.016481935616134744,0.07263068313386524
2001-06-01,1.6524041,1.64008788125,-0.044700397229609945,0.05701661597961005
2001-07-01,1.7030061,1.6402995479166664,0.008605612344858158,0.05410093973847549
2001-08-01,1.7031021,1.6412771729166664,0.006680904366134754,0.05514402271719878
2001-09-01,1.6554561,1.6420673395833332,-0.06580501819592201,0.07919377861258893
2001-10-01,1.7228191,1.6428110479166667,0.010366542486702136,0.06964150959663115
2001-11-01,1.6384931,1.6426040270833333,-0.012038306006205665,0.007927378922872394
2001-12-01,1.6898871,1.6425512979166665,0.06296008415336882,-0.015624282070035383
2002-01-01,1.6577461,1.64199044375,0.07525896655585104,-0.05950331030585096
2002-02-01,1.4844141,1.64166088125,-0.09432937045656029,-0.06291741079343974
2002-03-01,1.658441,1.64104225625,0.055744336369680854,-0.0383455926196808
2002-04-01,1.6026251,1.6411872979166664,-0.019225290004432606,-0.019336907912233768
2002-05-01,1.6679781,1.6405565062499998,0.016481935616134744,0.010939658133865451
2002-06-01,1.6068891,1.6400309645833335,-0.044700397229609945,0.011558532646276487
